Average_MW	MONO_MW	FORMULA	KEGG_ID	NAME	PUBCHEM_CID	CAS_ID	PATHWAY	hmdbid	super_class	class	sub_class	origin
 284.3927;	 284.1776;	 C19H24O2	C15323	" 3-Hydroxy-1-methylestra-1,3,5(10)-trien-17-one; 1-Methylestrone;"	 PubChem: 17396320	NULL	NULL	NA	NA	NA	NA	NA
 284.3927;	 284.1776;	 C19H24O2	C15454	" Hexestrol monomethyl ether; (R*,S*)-4-[1-Ethyl-2-(4-methoxyphenyl)butyl]phenol;"	 PubChem: 17396451	NULL	NULL	NA	NA	NA	NA	NA
 284.3927;	 284.1776;	 C19H24O2	C20144	" Androsta-1,4-diene-3,17-dione;"	 PubChem: 135626604	 CAS: 897-06-3	 map00984 Steroid degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	HMDB0003422	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Food
 300.3921;	 300.1725;	 C19H24O3	C02197	" Testolactone; 13-Hydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid delta-lactone;"	 PubChem: 5265	 CAS: 968-93-4	NULL	HMDB0015031	Organoheterocyclic compounds	Naphthopyrans	null	null
 300.3921;	 300.1725;	 C19H24O3	C05285	" Adrenosterone; Androst-4-ene-3,11,17-trione;"	 PubChem: 7672	 CAS: 382-45-6	 map00140 Steroid hormone biosynthesis	HMDB0006772	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Endogenous
 300.3921;	 300.1725;	 C19H24O3	C05297	" 19-Oxoandrost-4-ene-3,17-dione; 19-Oxoandrostenedione;"	 PubChem: 7681	NULL	 map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C05299	 2-Methoxyestrone;	 PubChem: 7683	 CAS: 362-08-3	 map00140 Steroid hormone biosynthesis	HMDB0000010	Lipids and lipid-like molecules	Steroids and steroid derivatives	Estrane steroids	Endogenous
 300.3921;	 300.1725;	 C19H24O3	C14587	" 11alpha-Hydroxyandrosta-1,4-diene-3,17-dione;"	 PubChem: 17395587	 CAS: 7801-18-5	NULL	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C14909	" 9alpha-Hydroxyandrosta-1,4-diene-3,17-dione;"	 PubChem: 17395907	NULL	 map00984 Steroid degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C15150	" 14-Hydroxyandrosta-1,4-diene-3,17-dione;"	 PubChem: 17396147	NULL	NULL	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C15200	" 9beta,11beta-Epoxyandrost-4-ene-3,17-dione;"	 PubChem: 17396197	NULL	NULL	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C15295	" 17beta-Hydroxy-3-methoxyestra-1,3,5(10)-trien-16-one; 16-Oxoestradiol 3-methyl ether;"	 PubChem: 17396292	NULL	NULL	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C15386	" D-Homo-17a-oxaandrosta-4,6-diene-3,17-dione;"	 PubChem: 17396383	NULL	NULL	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C15406	" 5alpha-Androst-1-ene-3,11,17-trione;"	 PubChem: 17396403	NULL	NULL	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C17850	 Biondinin C;	 PubChem: 163311852	NULL	NULL	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C17851	 Biondinin D;	 PubChem: 163311853	NULL	NULL	NA	NA	NA	NA	NA
 300.3921;	 300.1725;	 C19H24O3	C18510	 Prallethrin;	 PubChem: 124489184	 CAS: 23031-36-9	NULL	HMDB0256730	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	null
 300.3921;	 300.1725;	 C19H24O3	C19944	" 3-Hydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione; Secophenol;"	 PubChem: 135626410	 CAS: 2394-69-6	 map00984 Steroid degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments	NA	NA	NA	NA	NA
 316.3915;	 316.1675;	 C19H24O4	C04793	" 3,4-Dihydroxy-9,10-secoandrosta-1,3,5(10)-triene-9,17-dione;"	 PubChem: 7356	NULL	 map00984 Steroid degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	NA	NA	NA	NA	NA
 316.3915;	 316.1675;	 C19H24O4	C11863	 Gibberellin A9;	 PubChem: 14025	 CAS: 427-77-0	 map00904 Diterpenoid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 316.3915;	 316.1675;	 C19H24O4	C14347	" Bisphenol A bis(2-hydroxyethyl)ether; Bisphenol A ethoxylate; 2,2-Bis[4-(2-hydroxyethoxy)phenyl]propane;"	 PubChem: 17395347	 CAS: 901-44-0	NULL	HMDB0247634	Benzenoids	Benzene and substituted derivatives	Diphenylmethanes	null
 316.3915;	 316.1675;	 C19H24O4	C14946	 1-Dehydro-15alpha-hydroxytestololactone;	 PubChem: 17395944	NULL	NULL	NA	NA	NA	NA	NA
 316.3915;	 316.1675;	 C19H24O4	C15456	" 11beta,13-Dihydroxy-3-oxo-13,17-secoandrosta-1,4-dien-17-oic acid, delta-lactone;"	 PubChem: 17396453	NULL	NULL	NA	NA	NA	NA	NA
 316.3915;	 316.1675;	 C19H24O4	C17789	 Capillartemisin A;	 PubChem: 96024108	 CAS: 85819-52-9	NULL	NA	NA	NA	NA	NA
 316.3915;	 316.1675;	 C19H24O4	C17795	 Capillartemisin B;	 PubChem: 96024110	 CAS: 85819-51-8	NULL	NA	NA	NA	NA	NA
 332.3909;	 332.1624;	 C19H24O5	C02035	 Gibberellin A20; Gibberellin 20;	 PubChem: 5128	 CAS: 19143-87-4	 map00904 Diterpenoid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 332.3909;	 332.1624;	 C19H24O5	C09742	 Trichothecin;	 PubChem: 11930	 CAS: 6379-69-7	NULL	NA	NA	NA	NA	NA
 332.3909;	 332.1624;	 C19H24O5	C11864	 Gibberellin A4;	 PubChem: 14026	 CAS: 468-44-0	 map00904 Diterpenoid biosynthesis; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04075 Plant hormone signal transduction	NA	NA	NA	NA	NA
 332.3909;	 332.1624;	 C19H24O5	C11865	 Gibberellin A51;	 PubChem: 14027	 CAS: 56978-14-4	 map00904 Diterpenoid biosynthesis; map01110 Biosynthesis of secondary metabolites	HMDB0035041	Lipids and lipid-like molecules	Prenol lipids	Diterpenoids	Endogenous
 348.3903;	 348.1573;	 C19H24O6	C00859	 Gibberellin A1; Gibberellin 1;	 PubChem: 4116	 CAS: 545-97-1	 map00904 Diterpenoid biosynthesis; map01062 Biosynthesis of terpenoids and steroids; map01070 Biosynthesis of plant hormones; map01100 Metabolic pathways; map01110 Biosynthesis of secondary metabolites; map04075 Plant hormone signal transduction	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C04597	" 1,2-Bis(3,4-dimethoxyphenyl)propane-1,3-diol; 1,2-Bis(3,4-dimethoxyphenyl)-1,3-propanediol;"	 PubChem: 7194	NULL	NULL	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C04844	" 3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate; (1E,2Z)-3-Hydroxy-5,9,17-trioxo-4,5:9,10-disecoandrosta-1(10),2-dien-4-oate; DSHA;"	 PubChem: 7401	NULL	 map00984 Steroid degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01220 Degradation of aromatic compounds	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C06096	 Gibberellin A29;	 PubChem: 8362	NULL	 map00904 Diterpenoid biosynthesis	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C08759	 Eurycomalactone;	 PubChem: 10952	 CAS: 23062-24-0	NULL	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C09356	 Chamissonin diacetate;	 PubChem: 11547	 CAS: 24112-95-6	NULL	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C09407	 Eremantholide A; Eremantholide;	 PubChem: 11598	 CAS: 58030-93-6	NULL	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C09520	 Onopordopicrin;	 PubChem: 11711	 CAS: 19889-00-0	NULL	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C09539	 Radiatin;	 PubChem: 11730	 CAS: 25873-31-8	NULL	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C09554	 Tagitinin F;	 PubChem: 11745	 CAS: 59979-57-6	NULL	NA	NA	NA	NA	NA
 348.3903;	 348.1573;	 C19H24O6	C11868	 Gibberellin A34;	 PubChem: 14030	 CAS: 32630-92-5	 map00904 Diterpenoid biosynthesis	NA	NA	NA	NA	NA
 380.4553;	 380.1294;	 C19H24O6S	C08358	 2-Methoxyestrone 3-sulfate;	 PubChem: 10555	NULL	 map00140 Steroid hormone biosynthesis	NA	NA	NA	NA	NA
 364.3897;	 364.1522;	 C19H24O7	C03579	 Gibberellin A8; 2beta-Hydroxygibberellin 1;	 PubChem: 6371	 CAS: 7044-72-6	 map00904 Diterpenoid biosynthesis	NA	NA	NA	NA	NA
 364.3897;	 364.1522;	 C19H24O7	C09585	 Vernomygdin;	 PubChem: 11776	 CAS: 21871-14-7	NULL	NA	NA	NA	NA	NA
 364.3897;	 364.1522;	 C19H24O7	C09607	 Zexbrevin B;	 PubChem: 11798	 CAS: 34302-19-7	NULL	NA	NA	NA	NA	NA
 364.9326;	 364.1376;	 C19H25ClN2OS	C18614	 Pyridaben;	 PubChem: 124489288	 CAS: 96489-71-3	NULL	HMDB0256960	Benzenoids	Benzene and substituted derivatives	Phenylpropanes	null
 320.8536;	 320.1543;	 C19H25ClO2	C14307	 11beta-Chloromethylestradiol; Org 4333;	 PubChem: 17395307	 CAS: 71794-60-0	NULL	NA	NA	NA	NA	NA
 320.8536;	 320.1543;	 C19H25ClO2	C15010	" 16beta-Chloroandrost-4-ene-3,17-dione;"	 PubChem: 17396007	NULL	NULL	NA	NA	NA	NA	NA
 304.399;	 304.1839;	 C19H25FO2	C14886	" 16beta-Fluoroandrost-4-ene-3,17-dione;"	 PubChem: 17395884	NULL	NULL	NA	NA	NA	NA	NA
 304.399;	 304.1839;	 C19H25FO2	C15169	" 16alpha-Fluoroandrost-4-ene-3,17-dione;"	 PubChem: 17396166	NULL	NULL	NA	NA	NA	NA	NA
 320.3984;	 320.1788;	 C19H25FO3	C15165	" 12alpha-Fluoro-11beta,17beta-dihydroxyandrosta-1,4-dien-3-one;"	 PubChem: 17396162	NULL	NULL	NA	NA	NA	NA	NA
 375.4189;	 375.1794;	 C19H25N3O5	C21070	 (4-{4-[2-(gamma-L-Glutamylamino)ethyl]phenoxymethyl}furan-2-yl)methanamine; 4-[N-(gamma-L-Glutamyl)-p-(beta-aminoethyl)phenoxymethyl]-2-(aminomethyl)furan; APMF-Glu;	 PubChem: 295369332	NULL	 map00680 Methane metabolism; map01100 Metabolic pathways; map01240 Biosynthesis of cofactors	NA	NA	NA	NA	NA
 387.4329;	 387.1907;	 C19H25N5O4	C07127	 Terazosin; Terazosine;	 PubChem: 9337	 CAS: 63590-64-7	NULL	HMDB0015293	Organoheterocyclic compounds	Diazinanes	Piperazines	null
 283.4079;	 283.1936;	 C19H25NO	C07069	 Levallorphan;	 PubChem: 9281	 CAS: 152-02-3	NULL	HMDB0014647	Alkaloids and derivatives	Morphinans	null	null
 283.4079;	 283.1936;	 C19H25NO	C13683	 Histrionicotoxin;	 PubChem: 586274	 CAS: 34272-51-0	NULL	NA	NA	NA	NA	NA
 427.4025;	 427.1478;	 C19H25NO10	C01870	 Vicianin; (R)-Vicianin;	 PubChem: 4984	 CAS: 155-57-7	NULL	NA	NA	NA	NA	NA
 427.4025;	 427.1478;	 C19H25NO10	C08335	" Lucumin; Benzeneacetonitrile,alpha-((6-O-beta-D-xylopyranosyl-beta-D-glucopyranosyl)oxy)-,(R)-; Mandelonitrile primeveroside;"	 PubChem: 10533	 CAS: 1392-28-5	NULL	HMDB0029900	Organic oxygen compounds	Organooxygen compounds	Carbohydrates and carbohydrate conjugates	Endogenous
 299.4073;	 299.1885;	 C19H25NO2	C11795	 Ethylketocyclazocine; EKC;	 PubChem: 13959	 CAS: 36292-66-7	NULL	NA	NA	NA	NA	NA
 315.4067;	 315.1834;	 C19H25NO3	C08518	 Belladine;	 PubChem: 10711	 CAS: 501-06-4	NULL	NA	NA	NA	NA	NA
 331.4061;	 331.1784;	 C19H25NO4	C09424	 Erythratidine;	 PubChem: 11615	 CAS: 41431-22-5	NULL	NA	NA	NA	NA	NA
 331.4061;	 331.1784;	 C19H25NO4	C10649	 Bucharaine;	 PubChem: 12832	 CAS: 21059-47-2	NULL	NA	NA	NA	NA	NA
 331.4061;	 331.1784;	 C19H25NO4	C10652	 Bucharidine;	 PubChem: 12835	 CAS: 25865-94-5	NULL	NA	NA	NA	NA	NA
 331.4061;	 331.1784;	 C19H25NO4	C11771	 Salmefamol;	 PubChem: 13935	 CAS: 18910-65-1	NULL	HMDB0257468	Benzenoids	Benzene and substituted derivatives	Phenethylamines	null
 331.4061;	 331.1784;	 C19H25NO4	C12241	 O-Methyllycorenine;	 PubChem: 14386	NULL	NULL	NA	NA	NA	NA	NA
 331.4061;	 331.1784;	 C19H25NO4	C18373	 Tetramethrin; Neo-pynamin; Phthalthrin;	 PubChem: 124489047	 CAS: 7696-12-0	NULL	HMDB0258915	Organoheterocyclic compounds	Isoindoles and derivatives	Isoindolines	null
 347.4055;	 347.1733;	 C19H25NO5	C12262	" 4,4-Disubstituted cyclohexenone;"	 PubChem: 14407	NULL	NULL	NA	NA	NA	NA	NA
 369.3285;	 368.1422;	 C19H26Cl2N2O	C11796	" U50488; trans-3,4-Dichloro-N-methyl-N-[2-(1-pyrrolidinyl)cyclohexyl]-benzeneacetamide;"	 PubChem: 13960	 CAS: 67198-13-4	NULL	HMDB0244925	Benzenoids	Benzene and substituted derivatives	Phenylacetamides	null
 282.4231;	 282.2096;	 C19H26N2	C09235	 (-)-Quebrachamine; Quebrachamine;	 PubChem: 11426	 CAS: 4850-21-9	NULL	HMDB0030260	Alkaloids and derivatives	Quebrachamine alkaloids	null	Endogenous
 298.4225;	 298.2045;	 C19H26N2O	C09197	 Geissoschizoline; (16alpha)-Curan-17-ol;	 PubChem: 11389	 CAS: 18397-07-4	NULL	NA	NA	NA	NA	NA
 298.4225;	 298.2045;	 C19H26N2O	C10131	 Astrophylline;	 PubChem: 12317	 CAS: 5081-53-8	NULL	NA	NA	NA	NA	NA
 362.4863;	 362.1664;	 C19H26N2O3S	C11709	 DU 122290;	 PubChem: 13874	NULL	NULL	NA	NA	NA	NA	NA
 314.4881;	 314.1817;	 C19H26N2S	C07425	 Pergolide;	 PubChem: 9629	 CAS: 66104-22-1	NULL	HMDB0015317	Organoheterocyclic compounds	Quinolines and derivatives	Indoloquinolines	null
 270.4091;	 270.1984;	 C19H26O	C15020	" 17beta-Methylestra-1,3,5(10)-trien-3-ol;"	 PubChem: 17396017	NULL	NULL	NA	NA	NA	NA	NA
 270.4091;	 270.1984;	 C19H26O	C15085	" 17-Methyl-18-norandrosta-4,13(17)-dien-3-one;"	 PubChem: 17396082	NULL	NULL	NA	NA	NA	NA	NA
 286.4085;	 286.1933;	 C19H26O2	C00280	" Androstenedione; Androst-4-ene-3,17-dione; 4-Androstene-3,17-dione;"	 PubChem: 3575	 CAS: 63-05-8	 map00140 Steroid hormone biosynthesis; map00984 Steroid degradation; map01100 Metabolic pathways; map01120 Microbial metabolism in diverse environments; map01522 Endocrine resistance; map04913 Ovarian steroidogenesis; map04917 Prolactin signaling pathway; map05200 Pathways in cancer; map05215 Prostate cancer	HMDB0000053	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Endogenous
 286.4085;	 286.1933;	 C19H26O2	C14483	 17alpha-Methylestradiol;	 PubChem: 17395483	 CAS: 302-76-1	NULL	NA	NA	NA	NA	NA
 286.4085;	 286.1933;	 C19H26O2	C14502	" Boldenone; 17beta-Boldenone; 17beta-Hydroxyandrost-1,4-diene-3-one;"	 PubChem: 17395502	 CAS: 846-48-0	NULL	NA	NA	NA	NA	NA
 286.4085;	 286.1933;	 C19H26O2	C15293	" 17beta-Hydroxyandrosta-4,9(11)-dien-3-one; 9(11)-Dehydrotestosterone;"	 PubChem: 17396290	NULL	NULL	NA	NA	NA	NA	NA
 286.4085;	 286.1933;	 C19H26O2	C15315	" 1-Methylestra-1,3,5(10)-triene-3,17beta-diol; 1-Methylestradiol;"	 PubChem: 17396312	NULL	NULL	NA	NA	NA	NA	NA
 286.4085;	 286.1933;	 C19H26O2	C20217	 Cannabidivarin; CBDV;	 PubChem: 163311960	 CAS: 24274-48-4	NULL	NA	NA	NA	NA	NA
 286.4085;	 286.1933;	 C19H26O2	C20252	" 5-Androstene-3,17-dione;"	 PubChem: 163311995	 CAS: 571-36-8	 map00984 Steroid degradation; map01120 Microbial metabolism in diverse environments	HMDB0062415	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Food
 302.4079;	 302.1882;	 C19H26O3	C04676	" Testololactone; 3-Oxo-13,17-secoandrost-4-ene-17,13alpha-lactone;"	 PubChem: 7257	 CAS: 4416-57-3	 map00140 Steroid hormone biosynthesis	NA	NA	NA	NA	NA
 302.4079;	 302.1882;	 C19H26O3	C05140	" 16alpha-Hydroxyandrost-4-ene-3,17-dione; 4-Androsten-16alpha-ol-3,17-dione;"	 PubChem: 7559	 CAS: 63-02-5	 map00140 Steroid hormone biosynthesis	HMDB0006774	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Endogenous
 302.4079;	 302.1882;	 C19H26O3	C05284	" 11beta-Hydroxyandrost-4-ene-3,17-dione; Androst-4-ene-3,17-dione-11beta-ol; 4-Androsten-11beta-ol-3,17-dione;"	 PubChem: 7671	 CAS: 382-44-5	 map00140 Steroid hormone biosynthesis	HMDB0006773	Organoheterocyclic compounds	Oxazinanes	Morpholines	Endogenous
 302.4079;	 302.1882;	 C19H26O3	C05290	" 19-Hydroxyandrost-4-ene-3,17-dione; 19-Hydroxyandrostenedione;"	 PubChem: 7675	 CAS: 510-64-5	 map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways	HMDB0003955	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Endogenous
 302.4079;	 302.1882;	 C19H26O3	C05295	 19-Oxotestosterone;	 PubChem: 7679	NULL	 map00140 Steroid hormone biosynthesis; map01100 Metabolic pathways	HMDB0003959	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Endogenous
 302.4079;	 302.1882;	 C19H26O3	C05296	" 7alpha-Hydroxyandrost-4-ene-3,17-dione; 7alpha-Hydroxyandrostenedione;"	 PubChem: 7680	NULL	 map00140 Steroid hormone biosynthesis	HMDB0006771	Lipids and lipid-like molecules	Steroids and steroid derivatives	Androstane steroids	Endogenous
 302.4079;	 302.1882;	 C19H26O3	C05302	 2-Methoxy-17beta-estradiol; 2-Methoxyestradiol-17beta;	 PubChem: 7686	 CAS: 362-07-2	 map00140 Steroid hormone biosynthesis	HMDB0000405	Lipids and lipid-like molecules	Steroids and steroid derivatives	Estrane steroids	Endogenous
 302.4079;	 302.1882;	 C19H26O3	C14256	" 11-Ketotestosterone; 17beta-Hydroxyandrost-4-ene-3,11-dione;"	 PubChem: 7847066	 CAS: 564-35-2	NULL	NA	NA	NA	NA	NA
 302.4079;	 302.1882;	 C19H26O3	C14269	" 5alpha-Androstane-3,11,17-trione;"	 PubChem: 17395269	 CAS: 1482-70-8	NULL	NA	NA	NA	NA	NA
 302.4079;	 302.1882;	 C19H26O3	C14337	 Bioallethrin; Allethrin; Pynamin;	 PubChem: 17395337	 CAS: 584-79-2	NULL	HMDB0243551	Lipids and lipid-like molecules	Fatty Acyls	Fatty acid esters	null
 302.4079;	 302.1882;	 C19H26O3	C14593	" Epimestrol; 3-Methoxy-17-epiestriol; 3-Methoxyestra-1,3,5(10)-triene-16alpha,17alpha-diol;"	 PubChem: 17395593	 CAS: 7004-98-0	NULL	NA	NA	NA	NA	NA
 302.4079;	 302.1882;	 C19H26O3	C14907	" 7alpha,17beta-Dihydroxyandrosta-1,4-dien-3-one;"	 PubChem: 17395905	NULL	NULL	NA	NA	NA	NA	NA
 302.4079;	 302.1882;	 C19H26O3	C15072	" 6beta,19-Epoxy-17beta-hydroxyandrost-4-en-3-one;"	 PubChem: 17396069	NULL	NULL	NA	NA	NA	NA	NA
 302.4079;	 302.1882;	 C19H26O3	C15103	" 11alpha,17beta-Dihydroxy-1,4-androstadien-3-one;"	 PubChem: 17396100	NULL	NULL	NA	NA	NA	NA	NA
 302.4079;	 302.1882;	 C19H26O3	C15216	" 3-Methoxyestriol; Estriol 3-methyl ether; 3-Methoxyestra-1,3,5(10)-triene-16alpha,17beta-diol;"	 PubChem: 17396213	 CAS: 1474-53-9	NULL	NA	NA	NA	NA	NA
 302.4079;	 302.1882;	 C19H26O3	C20693	 Carlactone;	 PubChem: 172232413	NULL	 map00906 Carotenoid biosynthesis; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 366.5379;	 366.1323;	 C19H26O3S2	C15390	" 1alpha,5alpha-Epidithio-17a-oxa-D-homoandrostan-3,17-dione;"	 PubChem: 17396387	NULL	NULL	NA	NA	NA	NA	NA
 318.4073;	 318.1831;	 C19H26O4	C14983	" 6beta-Hydroxy-D-homo-17a-oxaandrost-4-ene-3,17-dione;"	 PubChem: 17395981	NULL	NULL	NA	NA	NA	NA	NA
 318.4073;	 318.1831;	 C19H26O4	C15151	 17beta-Hydroxy-4-oxa-5alpha-estr-1-en-3-one acetate;	 PubChem: 17396148	NULL	NULL	NA	NA	NA	NA	NA
 318.4073;	 318.1831;	 C19H26O4	C15351	" 7alpha-Hydroxytestololactone; 7alpha-Hydroxy-D-homo-17a-oxaandrost-4-ene-3,17-dione;"	 PubChem: 17396348	NULL	NULL	NA	NA	NA	NA	NA
 350.4723;	 350.1552;	 C19H26O4S	C18602	 Propargite; BPPS;	 PubChem: 124489276	 CAS: 2312-35-8	NULL	HMDB0256819	Benzenoids	Benzene and substituted derivatives	Phenylpropanes	null
 350.4061;	 350.1729;	 C19H26O6	C09290	 Alatolide;	 PubChem: 11481	 CAS: 41929-10-6	NULL	NA	NA	NA	NA	NA
 350.4061;	 350.1729;	 C19H26O6	C09297	 Arctiopicrin;	 PubChem: 11488	 CAS: 19889-01-1	NULL	HMDB0301857	Lipids and lipid-like molecules	Prenol lipids	Terpene lactones	null
 382.4711;	 382.145;	 C19H26O6S	C08359	 2-Methoxyestradiol-17beta 3-sulfate;	 PubChem: 10556	NULL	 map00140 Steroid hormone biosynthesis	NA	NA	NA	NA	NA
 366.4055;	 366.1679;	 C19H26O7	C09521	 Orizabin;	 PubChem: 11712	 CAS: 34367-14-1	NULL	NA	NA	NA	NA	NA
 366.4055;	 366.1679;	 C19H26O7	C09662	 Diacetoxyscirpenol;	 PubChem: 11852	 CAS: 2270-40-8	NULL	HMDB0035104	Lipids and lipid-like molecules	Prenol lipids	Sesquiterpenoids	Food
 322.8695;	 322.17;	 C19H27ClO2	C15004	 16beta-Chloro-17beta-hydroxyandrost-4-en-3-one; 16beta-Chlorotestosterone;	 PubChem: 17396001	NULL	NULL	NA	NA	NA	NA	NA
 322.8695;	 322.17;	 C19H27ClO2	C15024	 19-Chloro-17beta-hydroxyandrost-4-en-3-one;	 PubChem: 17396021	NULL	NULL	NA	NA	NA	NA	NA
 306.4149;	 306.1995;	 C19H27FO2	C15074	 16alpha-Fluoro-17alpha-hydroxyandrost-4-en-3-one;	 PubChem: 17396071	NULL	NULL	NA	NA	NA	NA	NA
 306.4149;	 306.1995;	 C19H27FO2	C15276	 2alpha-Fluoro-17beta-hydroxyandrost-4-en-3-one; 2alpha-Fluorotestosterone;	 PubChem: 17396273	NULL	NULL	NA	NA	NA	NA	NA
 322.4143;	 322.1944;	 C19H27FO3	C15164	" 12alpha-Fluoro-11beta,17beta-dihydroxyandrost-4-en-3-one;"	 PubChem: 17396161	NULL	NULL	NA	NA	NA	NA	NA
 441.5648;	 441.1392;	 C19H27N3O5S2	C07751	 Dofetilide;	 PubChem: 9953	 CAS: 115256-11-6	NULL	HMDB0014349	Benzenoids	Benzene and substituted derivatives	Sulfanilides	null
 373.4494;	 373.2114;	 C19H27N5O3	C20097	 Pseudoargiopinin III;	 PubChem: 135626557	 CAS: 117233-46-2	NULL	NA	NA	NA	NA	NA
 285.4238;	 285.2093;	 C19H27NO	C07421	 Pentazocine;	 PubChem: 9625	 CAS: 359-83-1	NULL	HMDB0014790	Alkaloids and derivatives	"6,7-benzomorphans"	"2,6-dimethyl-3-benzazocines"	null
 317.4226;	 317.1991;	 C19H27NO3	C11168	 Tetrabenazine;	 PubChem: 13350	 CAS: 58-46-8	NULL	HMDB0015592	Organoheterocyclic compounds	Tetrahydroisoquinolines	null	null
 317.4226;	 317.1991;	 C19H27NO3	C11816	 Protoemetine;	 PubChem: 13980	 CAS: 549-91-7	 map00950 Isoquinoline alkaloid biosynthesis; map01063 Biosynthesis of alkaloids derived from shikimate pathway; map01110 Biosynthesis of secondary metabolites	NA	NA	NA	NA	NA
 317.4226;	 317.1991;	 C19H27NO3	C12508	 Nateglinide;	 PubChem: 582898	 CAS: 105816-04-4	NULL	HMDB0014869	Organic acids and derivatives	Carboxylic acids and derivatives	"Amino acids, peptides, and analogues"	null
 333.422;	 333.194;	 C19H27NO4	C14166	 alpha-Eucaine;	 PubChem: 7846978	 CAS: 470-68-8	 map07015 Local analgesics	NA	NA	NA	NA	NA
 365.4208;	 365.1838;	 C19H27NO6	C10396	 Senkirkine;	 PubChem: 12582	 CAS: 2318-18-5	NULL	NA	NA	NA	NA	NA
 381.4202;	 381.1788;	 C19H27NO7	C10359	 Petasitenine;	 PubChem: 12545	 CAS: 60102-37-6	NULL	HMDB0030328	Organoheterocyclic compounds	Azaspirodecane derivatives	null	Endogenous
 662.3891;	 662.0874;	 C19H28N4O18P2	C19725	" UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronate; UDP-alpha-D-GlcNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-glucuronic acid;"	 PubChem: 135626192	NULL	 map00520 Amino sugar and nucleotide sugar metabolism; map00541 O-Antigen nucleotide sugar biosynthesis; map01100 Metabolic pathways; map01250 Biosynthesis of nucleotide sugars	NA	NA	NA	NA	NA
 662.3891;	 662.0874;	 C19H28N4O18P2	C19745	" UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronate; UDP-alpha-D-ManNAc3NAcA; UDP-2,3-diacetamido-2,3-dideoxy-alpha-D-mannuronic acid;"	 PubChem: 135626212	NULL	 map00520 Amino sugar and nucleotide sugar metabolism; map00541 O-Antigen nucleotide sugar biosynthesis; map01100 Metabolic pathways; map01250 Biosynthesis of nucleotide sugars	NA	NA	NA	NA	NA
 464.4756;	 464.2132;	 C19H28N8O6	C02808	 Acetylblasticidin S;	 PubChem: 5758	NULL	NULL	NA	NA	NA	NA	NA
